IDEmbarcacao;Nome da Embarcação;Ano da Construção da Embarcação;Codigo do Tipo de Material do Casco;Tipo de Material do Casco;Codigo do Tipo da Embarcação;Tipo de Embarcação;Codigo do País Atual;Codigo do País de Origem;Boca;Calado;Comprimento;TPB
9968;DONA GINA MASSARI;2003;1;Aço;39;BALSA;BR;BR;15;2,9;69;2210
10039;GD 16;1960;1;Aço;39;BALSA;BR;BR;9,75;2,2;24,35;300,13
10041;NAVETRANS 10 (EX-VDA 91);1995;1;Aço;39;BALSA;BR;BR;15,5;2,42;73;2352,74
8735;ESTAMAN 484;1988;1;Aço;39;BALSA;BR;BR;15,5;1,8;69;973
10037;VDA III;2004;1;Aço;39;BALSA;BR;BR;15,1;3,1;65;2232
8730;ESTAMAN 493;1989;1;Aço;39;BALSA;BR;BR;18,5;1,61;82;1509,74
8650;NAVEMAR V;1995;1;Aço;39;BALSA;BR;BR;9;1;22;127
8622;ISABELE I;2001;1;Aço;39;BALSA;BR;BR;18,5;2,2;75;1370
9967;RITA MASSARI;2004;1;Aço;39;BALSA;BR;BR;15;3,3;65;2350,2
10220;DONA CARLOTA RODRIGUES;1979;1;Aço;39;BALSA;BR;BR;8,81;;36,01;400
8984;LINAVE I;1989;1;Aço;39;BALSA;BR;BR;15;1,8;57,98;856
8620;ATLANTA 98;1998;1;Aço;39;BALSA;BR;BR;18,5;2,2;75;1493,24
8617;ISABELE II;2001;1;Aço;39;BALSA;BR;BR;18,5;2,2;75;1486
8727;JOANA;1983;1;Aço;39;BALSA;BR;BR;12;;61,44;748
8618;ISABELE III;2001;1;Aço;39;BALSA;BR;BR;18,5;2,2;75;1486
8614;ISABELE V;2001;1;Aço;39;BALSA;BR;BR;18,5;2,19;75;1486
9212;ROSA 97;1997;1;Aço;39;BALSA;BR;BR;9,5;;40;415,3
8619;ISABELE IV;2001;1;Aço;39;BALSA;BR;BR;18,5;2,2;75;1486
51885;BRAVA III;2012;1;Aço;39;BALSA;BR;BR;8;1;16;74,29
50666;VITÓRIA;2004;1;Aço;39;BALSA;BR;BR;3;0,6;7;4,4
50703;LAGOA ESCURA;2008;1;Aço;39;BALSA;BR;BR;;;;43,7
48917;LEONA XIV;2009;1;Aço;39;BALSA;BR;BR;15;3,09;65;2086,78
50667;VITÓRIA III;2012;1;Aço;39;BALSA;BR;BR;4;0,6;10;8
50662;VALENTINA I;2011;1;Aço;39;BALSA;BR;BR;20,3;3,18;84;0,01
51065;WPL 2015;2014;1;Aço;39;BALSA;BR;BR;16;;;0,01
51137;LEONA XVI;2011;1;Aço;39;BALSA;BR;BR;15;3,07;65;2087,03
57561;DIALCAR XX;2011;1;Aço;39;BALSA;BR;BR;7;1,55;15;0,01
50671;VERSÁTIL IV;2013;1;Aço;39;BALSA;BR;BR;14,4;2;33;615,84
51128;LUIZ EUGÊNIO COSTA;1999;1;Aço;39;BALSA;BR;BR;12;2;65;1238,8
51129;MARIA AMÉLIA RODRIGUES;1999;1;Aço;39;BALSA;BR;BR;12;2;65;1238,8
57674;ESPERANÇA;2016;1;Aço;39;BALSA;BR;BR;11;1,27;45,4;308,45
50691;GABY;2011;1;Aço;39;BALSA;BR;BR;10;1,25;36;287,56
50775;NIRVANA VI;2010;1;Aço;39;BALSA;BR;BR;15;2,63;66;2000
57611;BENAV 001;2017;1;Aço;39;BALSA;BR;BR;12;4,09;62;2556,16
50690;ANA SOPHIA;2014;1;Aço;39;BALSA;BR;BR;14;1,35;50;701
50689;FERNANDA 2012;2012;1;Aço;39;BALSA;BR;BR;13;2,17;50;835
57610;PRINCESA HELENA;2016;1;Aço;39;BALSA;BR;BR;15;2,13;60;1250
57691;CITY XXXIII;1997;1;Aço;39;BALSA;BR;BR;8;0,68;20;76,96
50611;CITY XX;2014;1;Aço;39;BALSA;BR;BR;15;;75;
57671;NAVEGRÃOS XVI (16);2017;1;Aço;39;BALSA;BR;BR;;;60,96;0,01
50836;DONA LILIANA II 2013;2013;1;Aço;39;BALSA;BR;BR;24;2,42;80;2420
51151;CITY XXV;2014;1;Aço;39;BALSA;BR;BR;16,56;3,7;65;2592,28
57670;NAVEGRÃOS XV (15);2017;1;Aço;39;BALSA;BR;BR;;;60,96;0,01
57594;TEREZINHA AFONSO;2011;1;Aço;39;BALSA;BR;BR;9;1,48;40;382,25
52410;MARFORT 20;2014;1;Aço;39;BALSA;BR;BR;12,5;2,21;37;728,1
52383;BERTOLINI CCXCIII (293);2014;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
52385;BERTOLINI CCXCV (295);2014;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
56946;SW XANGAI;2014;1;Aço;39;BALSA;BR;BR;21;0,01;80;2110
52404;EQUIP 300;2013;1;Aço;39;BALSA;BR;BR;20;;60;2627,83
52386;BERTOLINI CCXCVII (297);2014;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
56883;BERTOLINI CDXIII (413);2016;1;Aço;39;BALSA;BR;BR;12;4,08;62;2556,16
52734;BERTOLINI CCCIII (303);2014;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
52429;PLANALTO VII;2012;1;Aço;39;BALSA;BR;BR;3,37;3,59;69;2718,71
52428;PLANALTO V;2010;1;Aço;39;BALSA;BR;BR;15;3,37;69;2516,81
52641;INDIA DO JAVARI;2010;1;Aço;39;BALSA;BR;BR;11;2,14;46,5;824,18
56969;DONA DINA;2010;1;Aço;39;BALSA;BR;BR;14;2,97;55;1150
52627;MARIA SANTANA;2014;1;Aço;39;BALSA;BR;BR;12;2,18;42;796,73
50923;ABENÇOADA POR DEUS;2009;1;Aço;39;BALSA;BR;BR;10,6;1,67;41,47;500
50922;VOVÓ COSMA;2009;1;Aço;39;BALSA;BR;BR;11,3;1,73;41,5;559,91
57669;NAVEGRÃOS XIV (14);2017;1;Aço;39;BALSA;BR;BR;;;60,96;0,01
51062;PUCALPA;1981;1;Aço;39;BALSA;BR;BR;;;46;
50925;MARIA MAGALHÃES;2013;1;Aço;39;BALSA;BR;BR;12,1;1,75;42;540,07
50986;GALO DA SERRA 47;2014;1;Aço;39;BALSA;BR;BR;;1,91;38;481,17
56926;RAINHA DO PANTANAL;2014;1;Aço;39;BALSA;BR;BR;6;0,79;15,5;21,5
52670;VITÓRIA DE DEUS VIII;2012;1;Aço;39;BALSA;BR;BR;10;2,19;44,1;565,37
52618;SANTA BÁRBARA XV;2014;1;Aço;39;BALSA;BR;BR;15;1,94;62;1285,14
51059;LUANA SILVA;2012;1;Aço;39;BALSA;BR;BR;21;2,74;80;2970
51136;LEONA XVII;2011;1;Aço;39;BALSA;BR;BR;15;3,07;65;2087,03
57583;BERTOLINI CDXXXVII (437);2017;1;Aço;39;BALSA;BR;BR;12;4,07;62;2698,2
51594;BERTOLINI CCLXXXI (281);2013;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
9318;ALMIRANTE TAMANDARÉ;1971;1;Aço;39;BALSA;BR;BR;7;1;24;80
9283;SERRA DOURADA I;1997;1;Aço;39;BALSA;BR;BR;13;1,94;54;1021
9284;SERRA DOURADA II;2000;1;Aço;39;BALSA;BR;BR;17;2,2;64;1290,4
9316;SÃO LUIZ;1986;1;Aço;39;BALSA;BR;BR;8,98;0,3;20,2;40
9265;ROSA CRISTINA;1987;1;Aço;39;BALSA;BR;BR;9;147;28,26;260
9296;PÉROLA;1980;1;Aço;39;BALSA;BR;BR;9,55;0,9;36;169
51726;CANARINHO I;2010;1;Aço;39;BALSA;BR;BR;12;2,22;42;758,91
51595;BERTOLINI CCLXXXIII (283);2014;1;Aço;39;BALSA;BR;BR;12;4,03;62;2529,89
9279;SERRA DOURADA III;2000;1;Aço;39;BALSA;BR;BR;15,5;;63;1283,5
57515;BERTOLINI CDXLIII (443);2017;1;Aço;39;BALSA;BR;BR;12;4,09;62;2556,16
51599;MARA DALILA;2012;1;Aço;39;BALSA;BR;BR;12;2;50;851
9321;TAFFAREL I;1986;1;Aço;39;BALSA;BR;BR;9,5;0,45;26,8;
9061;NAVETRANS 6;1980;1;Aço;39;BALSA;BR;BR;10;1,74;40;463,99
9060;ITAITUBA DO PARÁ;1971;1;Aço;39;BALSA;BR;BR;8,55;1,2;30;200,22
9111;FOGÁS XXVI;1961;1;Aço;39;BALSA;BR;BR;10,67;;56,25;500
9057;AMARRAÇÃO;1983;1;Aço;39;BALSA;BR;BR;15,5;;67,2;1030
9056;GUARÁ;1983;1;Aço;39;BALSA;BR;BR;15,5;;67,2;920
9112;FOGÁS XXVII;1961;1;Aço;39;BALSA;BR;BR;13,7;;56,74;894
9217;KALIANDRIA;1998;1;Aço;39;BALSA;BR;BR;15;2,08;29,6;800
9297;SÃO JOÃO;1992;1;Aço;39;BALSA;BR;BR;2,83;0,3;12,15;4,2
55418;BERTOLINI CCCXLI (341);2015;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
9113;FOGÁS XXVIII;1967;1;Aço;39;BALSA;BR;BR;10,7;;51,47;248
57474;CAJARI II;1982;1;Aço;39;BALSA;BR;BR;12,3;;52,32;0
9110;FOGÁS XXV;1964;1;Aço;39;BALSA;BR;BR;10,67;1,77;56,25;500
51638;SC 49;2013;1;Aço;39;BALSA;BR;BR;15;2,59;65;1748,8
51927;SIDINHA;2013;1;Aço;39;BALSA;BR;BR;12,4;2,05;49,8;886,83
57235;BERTOLINI CDXXVII (427);2016;1;Aço;39;BALSA;BR;BR;12;4,09;62;2556,16
52019;YASMIN;2010;1;Aço;39;BALSA;BR;BR;12;1,8;42;618,34
57343;YOKOHAMA;2015;1;Aço;39;BALSA;BR;BR;23;2,43;80;2877,61
51886;BRAVA V;2012;1;Aço;39;BALSA;BR;BR;8;1,5;24;175,24
57277;ISABELE XXVII;2010;1;Aço;39;BALSA;BR;BR;23,5;2,39;77;2060,63
57351;VALENTÃO;2013;1;Aço;39;BALSA;BR;BR;7,46;0,6;17,2;20,17
51883;BRAVA I;2010;1;Aço;39;BALSA;BR;BR;7;1;16;61,18
57412;SC 57;2017;1;Aço;39;BALSA;BR;BR;19;0,01;88;0,01
57400;VALENTE;2013;1;Aço;39;BALSA;BR;BR;5;;12,18;20,17
51920;MOTTA;2011;1;Aço;39;BALSA;BR;BR;10;1,77;40;511,76
52796;CITY XXIII;2015;1;Aço;39;BALSA;BR;BR;15;4,15;75;3310,29
51378;OMS VII;2014;1;Aço;39;BALSA;BR;BR;16,56;;65;1
57453;OCEAN BIO;2015;1;Aço;39;BALSA;BR;BR;8;0,92;24;116,86
51656;NAUHANNE;2011;1;Aço;39;BALSA;BR;BR;12;2,07;48;800
57585;SC 58;2017;1;Aço;39;BALSA;BR;BR;;;88;0,01
51658;L. E. II;2010;1;Aço;39;BALSA;BR;BR;12;2,15;48;860
57456;BRUCUTU;2012;1;Aço;39;BALSA;BR;BR;5,15;0,8;18,35;14
57441;MONTE SINAI VI;2011;1;Aço;39;BALSA;BR;BR;18;2,94;80;2667
57521;NORTOLL II;2016;1;Aço;39;BALSA;BR;BR;18;3,28;77;3133,5
51388;CITY XXII;2014;1;Aço;39;BALSA;BR;BR;15;4,15;75;3234,28
51356;VALENTINA XI  (EX-COLORADA);2013;1;Aço;39;BALSA;BR;BR;27;2,72;84;3575
57522;NOSSA SENHORA DOS NAVEGANTES V;2015;1;Aço;39;BALSA;BR;BR;;0,86;39,52;174,2
9213;AÇUCENA;1981;1;Aço;39;BALSA;BR;BR;12;1,73;39,84;416,5
51235;PRINCESA DO JAVARI;2011;1;Aço;39;BALSA;BR;BR;12;2,17;50;920
49785;LEONA XVIII;2012;1;Aço;39;BALSA;BR;BR;16;3,55;70;2765,25
42808;ECO;2010;1;Aço;39;BALSA;BR;BR;12;1,85;46;741,36
42141;TRAJANO VI;1995;1;Aço;39;BALSA;BR;BR;8,07;1;18,2;66,3
60136;DONA JOSEFA HOLANDA V;2010;1;Aço;39;BALSA;BR;BR;15;2,74;66;1920
44799;CITY XVIII;1998;1;Aço;39;BALSA;BR;BR;10,46;1,77;38,66;558,13
44849;DIALCAR IX;2010;1;Aço;39;BALSA;BR;BR;7;1,95;32,5;296,75
60135;OMS XXV;2018;1;Aço;39;BALSA;BR;BR;16,56;4,2;89;4330,58
42079;GREGA II;2004;1;Aço;39;BALSA;BR;BR;16,08;1,76;60;935,76
60299;MARIA CAROLINA;2019;1;Aço;39;BALSA;BR;BR;29;2,78;96;4498,43
44798;CITY XXXIV;2009;1;Aço;39;BALSA;BR;BR;15;3,3;65;2298,17
60144;AMAGGI;2014;1;Aço;39;BALSA;BR;BR;12;1,55;46,3;301
60145;SC 61;2019;1;Aço;39;BALSA;BR;BR;12;2,29;48;886,95
59470;EBENEZER 3R;2014;1;Aço;39;BALSA;BR;BR;9;;25,1;153,1
44903;ZM-BRAVO;2005;1;Aço;39;BALSA;BR;BR;6,92;1,25;16,76;41,74
44919;OMS XV;2012;1;Aço;39;BALSA;BR;BR;15;3,78;75;2949,54
59375;PIPES 87;1998;1;Aço;39;BALSA;BR;BR;11;1,1;45;268
59373;CT 55;2018;1;Aço;39;BALSA;BR;BR;16,56;4,3;75;3775,04
44885;TQ-137;2012;1;Aço;39;BALSA;BR;BR;10,68;3,04;59,47;1539,51
44906;AC II;2011;1;Aço;39;BALSA;BR;BR;13;2,15;47,85;915,33
44795;MS1;2008;1;Aço;39;BALSA;BR;BR;7,35;0,6;18,25;12,2
44789;AMAZONAS 2014;2010;1;Aço;39;BALSA;BR;BR;16,56;3,7;65;2830
44900;VALENTINA II;2011;1;Aço;39;BALSA;BR;BR;20,3;3,18;84;3400
44917;OMS XIV;2012;1;Aço;39;BALSA;BR;BR;15;3,77;75;2949,54
60271;POSIDONIA BRAVO;2019;1;Aço;39;BALSA;BR;BR;15,5;3,9;93,4;3000
44916;OMS VIII;2012;1;Aço;39;BALSA;BR;BR;16,56;3,6;65;2592,28
60068;LOCAR XXVII;2014;1;Aço;39;BALSA;BR;BR;18;2,85;36;1387,66
41568;DINA;1995;1;Aço;39;BALSA;BR;BR;15,5;1,95;73;1486,19
60374;NAVEGRÃOS XXVIII (28);2018;1;Aço;39;BALSA;BR;BR;10,67;3,56;60,96;1887,9
41572;SERRA MORENA;2003;1;Aço;39;BALSA;BR;BR;21,5;2,83;76;2600
41571;LONDRINA;2003;1;Aço;39;BALSA;BR;BR;21,6;2,84;76;2616,32
41569;DONA DOCA;1998;1;Aço;39;BALSA;BR;BR;15,17;1,75;72;1197
60373;NAVEGRÃOS XXVII (27);2018;1;Aço;39;BALSA;BR;BR;10,67;3,56;60,96;2047,2
41574;BRASILIA;2004;1;Aço;39;BALSA;BR;BR;21,5;2,91;76;2799,57
41591;BARONESA;1947;1;Aço;39;BALSA;BR;BR;7,18;2,2;32,15;346,7
41592;IVETE I;1998;1;Aço;39;BALSA;BR;BR;8,4;1,04;52;173,5
60372;NAVEGRÃOS XXVI (26);2018;1;Aço;39;BALSA;BR;BR;10,57;3,56;60,97;1887,9
41684;NAVEZON 51/BP;1988;1;Aço;39;BALSA;BR;BR;9,5;1,35;35,52;340
41573;GOIANIA;2004;1;Aço;39;BALSA;BR;BR;21,5;2,91;76;2799,57
41629;ITAJUBARA;1994;1;Aço;39;BALSA;BR;BR;5;0,9;14;45,6
60116;NAVEGRÃOS XI (11);2016;1;Aço;39;BALSA;BR;BR;10,67;3,53;60,96;1850
42465;SÃO JOSÉ I;2011;1;Aço;39;BALSA;BR;BR;15;1,96;62;1285,14
44881;MISS AMAZONAS 2000;2000;1;Aço;39;BALSA;BR;BR;10;1,7;45;526,83
42135;DEUS É FIEL;2007;1;Aço;39;BALSA;BR;BR;9,8;0,9;36;156,1
60178;AMAZONORTE I;2006;1;Aço;39;BALSA;BR;BR;8;2,25;25;191,63
42212;LUCILEIDE;1976;1;Aço;39;BALSA;BR;BR;8;;38,16;250
42265;BOM JESUS IV;2010;1;Aço;39;BALSA;BR;BR;7;0,93;20;85
41613;ACRE 2010;2010;1;Aço;39;BALSA;BR;BR;15;1,97;62;1285
42266;BOM JESUS II;2010;1;Aço;39;BALSA;BR;BR;7;0,86;20,2;85,6
42240;MARNOMAR VI;2010;1;Aço;39;BALSA;BR;BR;;;6;
42120;MARTIN LEME XIX;2010;1;Aço;39;BALSA;BR;BR;9;1,9;30;343,5
42248;SLB HARMONIA;2010;1;Aço;39;BALSA;BR;BR;10;2,2;36;424,6
45751;BERTOLINI CCXXI (221);2012;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
45066;PRATES IV (EX-MAG X);1996;1;Aço;39;BALSA;BR;BR;12,9;2,59;60;1355,47
45096;PRECIOSA DE DEUS;2011;1;Aço;39;BALSA;BR;BR;;2,71;58;1410,26
45069;BR X;2011;1;Aço;39;BALSA;BR;BR;16,56;3,95;75;3242,08
45164;PARÁ 2014;2010;1;Aço;39;BALSA;BR;BR;16,56;3,78;65;2830
45054;OMS IV;2011;1;Aço;39;BALSA;BR;BR;16,56;3,7;65;2592,28
59345;WPL 2024;2018;1;Aço;39;BALSA;BR;BR;16;2,43;65;1854,65
45871;CD SÃO MIGUEL II;2011;1;Aço;39;BALSA;BR;BR;13;2,34;60;1344,34
45748;BERTOLINI CCXIII (213);2012;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
44939;TURIBIA SALES;2010;1;Aço;39;BALSA;BR;BR;20,3;2,94;84;3210
45747;BERTOLINI CCXI (211);2012;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
59342;WPL 2022;2018;1;Aço;39;BALSA;BR;BR;17;4,16;75;3738,15
44938;GILDA SALES;2010;1;Aço;39;BALSA;BR;BR;18;2,92;77;2800
44139;ILHA DO TAUARU;2011;1;Aço;39;BALSA;BR;BR;;1,85;45,5;501,01
44018;PRATES (EX-TRAVESSIA);1998;1;Aço;39;BALSA;BR;BR;12,5;2,6;60;1460,76
44064;PIPES 123;2001;1;Aço;39;BALSA;BR;BR;13;;40;331,1
59735;EDL XXXVI;2018;1;Aço;39;BALSA;BR;BR;15;3,67;69;2751,59
44198;BERTOLINI CCI (201);2011;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
59344;WPL 2023;2018;1;Aço;39;BALSA;BR;BR;16;2,43;65;1854,65
59326;NOVA ITA;1988;1;Aço;39;BALSA;BR;BR;7,93;0,79;30;60,98
45053;OMS V;2011;1;Aço;39;BALSA;BR;BR;16,5;3,7;65;2592,28
45392;EBENEZER;2012;1;Aço;39;BALSA;BR;BR;18;2,98;80;2848,43
59314;SILVIA;1991;1;Aço;39;BALSA;BR;BR;;;30;90
45749;BERTOLINI CCXVII (217);2012;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
59310;CT 56;2018;1;Aço;39;BALSA;BR;BR;16,56;4,3;75;3775,04
45914;MICINHA IV;2010;1;Aço;39;BALSA;BR;BR;10;1,88;42;576,34
44690;MULICEIRO XI;2008;1;Aço;39;BALSA;BR;BR;9,5;2,05;32;508
44715;CITY XXXIX;2010;1;Aço;39;BALSA;BR;BR;15;3,4;70;2811,24
44691;TOCANTINS 2014;2011;1;Aço;39;BALSA;BR;BR;16,56;3,7;65;2682,75
44716;CITY XLI;2011;1;Aço;39;BALSA;BR;BR;15;3,77;70;2811,27
59255;ESTADO DO AMAZONAS 2009;1981;1;Aço;39;BALSA;BR;BR;10;1,97;46;630
59523;BALTT I;2018;1;Aço;39;BALSA;BR;BR;;;;0,01
44571;GALO DA SERRA XXIX;2012;1;Aço;39;BALSA;BR;BR;15;2,91;65;1948,44
44633;MARGILL VII;2011;1;Aço;39;BALSA;BR;BR;4,5;0,4;12;12
44591;SANTA BÁRBARA XI;2011;1;Aço;39;BALSA;BR;BR;15;2,2;62;1285
44595;MAG XIV;2009;1;Aço;39;BALSA;BR;BR;12,7;2,16;53;1109,23
59256;ESTADO DO AMAZONAS 2010;2008;1;Aço;39;BALSA;BR;BR;23,6;2,51;76;2726,7
44619;SÃO MIGUEL;2011;1;Aço;39;BALSA;BR;BR;12;1,96;42;683,3
59240;ANTÔNIO GAMBOA;2014;1;Aço;39;BALSA;BR;BR;5,12;0,95;12;30,6
45913;MICINHA III;2010;1;Aço;39;BALSA;BR;BR;10;1,9;42;567
45915;MICINHA IX;2010;1;Aço;39;BALSA;BR;BR;10;1,9;42;567
44712;MULICEIRO VII;2011;1;Aço;39;BALSA;BR;BR;10;1,65;23,8;274
59232;RIO JARACATIA I;1998;1;Aço;39;BALSA;BR;BR;7,3;0,76;26,3;48,7
45750;BERTOLINI CCXIX (219);2012;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
45547;BERTOLINI CCIX (209);2012;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
59241;ALMIRO LOPES;1996;1;Aço;39;BALSA;BR;BR;6;;24;45,25
59257;GS VII;1979;1;Aço;39;BALSA;BR;BR;8,8;1,44;36;322,74
45544;BERTOLINI CCIII (203);2011;1;Aço;39;BALSA;BR;BR;12;4,07;;2671,9
45546;BERTOLINI CCVII (207) (ERRADO);2012;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
41852;INTER B II;2010;1;Aço;39;BALSA;BR;BR;15,5;2,52;42;1250
45545;BERTOLINI CCV (205);2011;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,59
42632;WM IV;2009;1;Aço;39;BALSA;BR;BR;7,31;1,48;29,26;200
47699;DONA ARLETE;2012;1;Aço;39;BALSA;BR;BR;15;2,53;60;1575,96
58641;RN 14;2018;1;Aço;39;BALSA;BR;BR;16,56;;65;0,01
47651;DONA CARLINDA;2010;1;Aço;39;BALSA;BR;BR;18;3,66;65;3227,82
47708;GALO DA SERRA IV;2012;1;Aço;39;BALSA;BR;BR;8,6;1,62;35,9;339,31
47700;DIAS NETO II;2011;1;Aço;39;BALSA;BR;BR;21;2,94;84;3360
47594;CANTAGALO;2012;1;Aço;39;BALSA;BR;BR;18,5;1,63;82;1887,63
47587;SERRA DOURADA XVII;2012;1;Aço;39;BALSA;BR;BR;15;;62;1511
47592;ARANDAÍ;2012;1;Aço;39;BALSA;BR;BR;18,5;1,63;82;1456,83
47616;BS-5;1978;1;Aço;39;BALSA;BR;BR;;;77;2863
47593;ACARI;2012;1;Aço;39;BALSA;BR;BR;18,5;1,63;;1465,12
47614;BS-8;1979;1;Aço;39;BALSA;BR;BR;;;76,9;2863
47615;BS-6;1978;1;Aço;39;BALSA;BR;BR;;;77;2863
42994;ALPINA BRIGGS CXI (111);2009;1;Aço;39;BALSA;BR;BR;12;1;24;159,49
43009;BERTOLINI CCXLVII (247);2010;1;Aço;39;BALSA;BR;BR;12;4,84;62;2529,9
43002;PIPES 144;2007;1;Aço;39;BALSA;BR;BR;13;0,9;53;252
43013;BERTOLINI CCXXXIX (239);2010;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
42898;BERTOLINI CCXXXIII (233);2010;1;Aço;39;BALSA;BR;BR;12;4,07;62;2640,24
43001;ENGENHEIRO BETHOUT;1980;1;Aço;39;BALSA;BR;BR;7,2;0,8;28;37
42847;MARANIL XII;2011;1;Aço;39;BALSA;BR;BR;4,23;0,8;17,9;12
45971;MARBILA;1989;1;Aço;39;BALSA;BR;BR;10;1,72;45;516,31
42785;DONA PADUINA VI;2011;1;Aço;39;BALSA;BR;BR;18;2,49;71;2151,39
42728;M. L. SOARES X;2009;1;Aço;39;BALSA;BR;BR;13;2,89;53;1563,03
47590;OMS XI;2012;1;Aço;39;BALSA;BR;BR;15;3,77;75;2949,55
59987;SOCORRINHA I;2010;1;Aço;39;BALSA;BR;BR;15,5;2,94;66;1996,5
47897;TAN I;2013;1;Aço;39;BALSA;BR;BR;15;2,18;62;1511,88
47348;TOPA TUDO NAVEGANTES;2012;1;Aço;39;BALSA;BR;BR;5;;12;38,77
47342;OMS IX;2012;1;Aço;39;BALSA;BR;BR;15;3,77;75;2949,54
47154;LIBERDADE DO XINGU;2010;1;Aço;39;BALSA;BR;BR;16;4;;2322,56
47333;SC 39;2012;1;Aço;39;BALSA;BR;BR;15;2,7;60;1758,07
47324;CD SÃO MIGUEL III;2011;1;Aço;39;BALSA;BR;BR;13;2,34;60;1344,34
47220;SERRA DOURADA XV;2012;1;Aço;39;BALSA;BR;BR;15;2;62;1511,88
47209;DONA RUTH MARIANO;2011;1;Aço;39;BALSA;BR;BR;10,67;3,65;60;1986,16
47211;DONA HELENA MONTEIRO;2011;1;Aço;39;BALSA;BR;BR;10,67;3,65;60;1982,16
47212;DONA RITA DA COSTA;2011;1;Aço;39;BALSA;BR;BR;10,67;3,65;60;1982,16
47221;SERRA DOURADA XVI;2012;1;Aço;39;BALSA;BR;BR;15;2,18;62;1511,88
47325;BELO MONTE DO XINGU;2011;1;Aço;39;BALSA;BR;BR;16,56;3,7;65;2583,36
47201;DONA PADUINA;2007;1;Aço;39;BALSA;BR;BR;21;2,29;75;2304,6
47819;SERRA DOURADA XVIII;2013;1;Aço;39;BALSA;BR;BR;11,5;2,31;48;868,21
47600;PRAIA BONITA I;2012;1;Aço;39;BALSA;BR;BR;5,96;0,5;17;25
47765;GIOVANNA XIV;2008;1;Aço;39;BALSA;BR;BR;15,5;2,53;75;1740
42900;BERTOLINI CXCV (195);2010;1;Aço;39;BALSA;BR;BR;12;4,08;62;2490,62
58676;DAIANA III;2008;1;Aço;39;BALSA;BR;BR;9,12;0,61;26,8;70,9
47613;BGL-1;1976;1;Aço;39;BALSA;BR;BR;;;121,92;12504
47889;GALO DA SERRA LII;2012;1;Aço;39;BALSA;BR;BR;12;1,88;42;630
47848;ALMIRANTE NORONHA;1983;1;Aço;39;BALSA;BR;BR;12,6;2,01;53,76;537
47809;IRAPUÃ;1983;1;Aço;39;BALSA;BR;BR;8;0,6;29,48;88,7
58619;MARTIN LEME XXVI;2016;1;Aço;39;BALSA;BR;BR;7;;15;0,01
47888;UNIÃO XVI;2012;1;Aço;39;BALSA;BR;BR;17,3;3,94;70;3345,04
47612;BGL-2;1978;1;Aço;39;BALSA;BR;BR;;;152;25643
47801;ITAMARATI 2022;2013;1;Aço;39;BALSA;BR;BR;12;2,2;54;989,3
59866;BERTOLINI DXV (515);2018;1;Aço;39;BALSA;BR;BR;12;4,08;62;2556,16
59841;BERTOLINI DXXV (525);2018;1;Aço;39;BALSA;BR;BR;12;4,08;62;2556,16
43280;BERTOLINI CCXLV (245);2010;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,9
59805;VDA XIII;2018;1;Aço;39;BALSA;BR;BR;18;;75;0,01
43258;GALO DA SERRA VI;2010;1;Aço;39;BALSA;BR;BR;8;1,25;30,9;114,36
59863;BERTOLINI DIII (503);2018;1;Aço;39;BALSA;BR;BR;12,4;4,08;62;2556,16
59839;BERTOLINI DVII (507);2018;1;Aço;39;BALSA;BR;BR;12;4,08;62;2556,16
59864;BERTOLINI DXI (511);2018;1;Aço;39;BALSA;BR;BR;12;4;62;2556,16
59868;BERTOLINI DXIX (519);2018;1;Aço;39;BALSA;BR;BR;12;4,08;62;2556,16
43128;MARFORT 6;2011;1;Aço;39;BALSA;BR;BR;6;0,9;14;62
59867;BERTOLINI DXVII (517);2018;1;Aço;39;BALSA;BR;BR;12;4,08;62;2556,16
59842;BERTOLINI DV (505);2018;1;Aço;39;BALSA;BR;BR;12;4,08;62;2556,16
43127;MARFORT 7;2011;1;Aço;39;BALSA;BR;BR;6;0,9;16;62,14
41972;CARGOMARINE;2010;1;Aço;39;BALSA;BR;BR;6,42;0,8;14,08;16,08
60357;NAVEGRÃOS VI (06);2016;1;Aço;39;BALSA;BR;BR;10,67;3,56;60,96;1850
60355;NAVEGRÃOS IV (04);2016;1;Aço;39;BALSA;BR;BR;10,67;3,56;60,96;2014
41762;BERTOLINI CXCIII (193);2009;1;Aço;39;BALSA;BR;BR;12;4,08;62;2490,63
